순위,시군구,위치,학교명,학교유형,응시자수,평균,국어,영어,수학,특목고진학률,대학교진학률,진학수,졸업자수,위도,경도
13,성북구,성북구 정릉동,고려대학교사범대학부속중학교,중학교,303,68.4,81.5,61.7,62.1,5.6,,14,249,37.60783857,127.0028302
14,성북구,성북구 하월곡동,숭곡중학교,중학교,200,67.8,80,65.7,57.7,1.9,,4,209,37.60847848,127.0312998
15,성북구,성북구 석관동,석관중학교,중학교,243,63.9,79.8,59.7,52.3,4.3,,7,161,37.60814014,127.0667131
16,성북구,성북구 안암동2가,용문중학교,중학교,119,63.7,79,53.3,58.8,0,,0,73,37.58869033,127.0246608
17,성북구,성북구 성북동,홍익대학교사범대학부속중학교,중학교,190,63.5,77.9,55.8,56.8,0,,0,98,37.59366662,127.002805
18,성북구,성북구 장위동,남대문중학교,중학교,219,56.5,73.6,47.9,48.2,0.7,,1,140,37.61865113,127.0551517
1,성북구,성북구 정릉동,대일외국어고등학교,고등학교,276,99.6,99.6,100,99.3,,76.5,193,252,37.61330459,127.014176
2,성북구,성북구 돈암동,성신여자고등학교,고등학교,412,90,94.4,93.4,82.3,,45.5,112,246,37.59428963,127.0224072
3,성북구,성북구 길음동,계성고등학교,고등학교,255,80.8,86.7,88.6,67.1,,50.6,147,290,37.6074936,127.0201836
4,성북구,성북구 삼선동2가,한성여자고등학교,고등학교,298,77.3,81.6,82.6,67.8,,48.9,112,229,37.5830649,127.0117841
5,성북구,성북구 종암동,서울대학교사범대학부설고등학교,고등학교,288,77,78.5,83.7,68.9,,52.1,122,234,37.59472384,127.0381204
6,성북구,성북구 안암동2가,용문고등학교,고등학교,460,72.9,74.1,78.1,66.5,,53.1,154,290,37.58869033,127.0246608
7,성북구,성북구 정릉동,고려대학교사범대학부속고등학교,고등학교,299,71.5,73.6,74.3,66.6,,50.2,115,229,37.60783857,127.0028302
8,성북구,성북구 성북동,홍익대학교사범대학부속고등학교,고등학교,178,66.3,62.4,70.2,66.3,,50.5,48,95,37.59366662,127.002805
9,성북구,성북구 석관동,석관고등학교,고등학교,264,58.7,60.6,59.1,56.4,,37,74,200,37.60958929,127.0667176
10,성북구,성북구 삼선동3가,경동고등학교,고등학교,231,56.5,54.3,62.3,53,,44.5,70,157,37.58669797,127.0163213
1,송파구,송파구 방이동,오륜중학교,중학교,269,97.2,98.9,98.5,94.4,7.4,,13,175,37.51632395,127.1389238
2,송파구,송파구 신천동,잠실중학교,중학교,402,94.7,96.8,95.8,91.5,5.1,,16,312,37.51781757,127.0986662
3,송파구,송파구 잠실2동,잠신중학교,중학교,431,93.1,95.6,93.3,90.5,2.6,,9,334,37.51613937,127.087802
4,송파구,송파구 잠실동,신천중학교,중학교,413,92.1,95.4,92.3,88.6,6.5,,25,384,37.51625001,127.0792834
5,송파구,송파구 가락동,가원중학교,중학교,210,88.4,92.4,90,82.9,1.3,,2,147,37.49099949,127.1231711
6,송파구,송파구 방이동,보성중학교,중학교,183,87.8,90.2,88,85.3,2,,3,150,37.52008989,127.1357293
7,송파구,송파구 잠실7동,정신여자중학교,중학교,327,87.4,94.8,87.8,79.8,3.8,,12,310,37.50945384,127.0738473
8,송파구,송파구 방이동,방산중학교,중학교,199,87.4,96,81.9,84.4,1.3,,2,148,37.50937287,127.1218756
9,송파구,송파구 송파동,가락중학교,중학교,247,86.7,93.1,85,82.2,1.1,,2,175,37.50248553,127.1187527
10,송파구,송파구 가락동,송파중학교,중학교,381,86.3,91.1,85,82.9,4.9,,15,305,37.49592462,127.1299138
11,송파구,송파구 장지동,송례중학교,중학교,129,85.7,93,86.8,77.5,4.2,,13,306,37.47783301,127.1397415
12,송파구,송파구 잠실동,아주중학교,중학교,233,85.1,91.8,82,81.5,3.7,,7,186,37.50523028,127.0765497
13,송파구,송파구 문정동,문정중학교,중학교,256,83.6,93.3,80.1,77.4,2.7,,5,183,37.48848095,127.1300209
14,송파구,송파구 가락동,석촌중학교,중학교,179,83,91.6,81.6,76,1.5,,2,133,37.50145499,127.1211174
15,송파구,송파구 풍납동,풍성중학교,중학교,148,82.6,88.5,82.5,77,4.9,,7,142,37.52543858,127.1128839
16,송파구,송파구 풍납동,풍납중학교,중학교,147,82.4,87.8,80.4,79,0,,0,129,37.52536544,127.1156283
17,송파구,송파구 거여동,거원중학교,중학교,211,82,92,80.1,73.9,0,,0,134,37.48772386,127.1465491
18,송파구,송파구 오금동,세륜중학교,중학교,191,81.8,91.7,79.6,74.3,0.7,,1,135,37.50893314,127.1312464
19,송파구,송파구 송파동,일신여자중학교,중학교,195,81.2,91.8,80.5,71.3,1.5,,2,127,37.50177714,127.1142413
20,송파구,송파구 풍납동,영파여자중학교,중학교,141,79.6,93.6,78.7,66.7,0,,0,105,37.53273562,127.1197395
21,송파구,송파구 장지동,문현중학교,중학교,249,79.6,88.4,76.7,73.9,4.8,,9,187,37.48058417,127.1279464
22,송파구,송파구 오금동,보인중학교,중학교,246,78.8,87,76.4,73.2,0.6,,1,154,37.4975692,127.1395178
23,송파구,송파구 오금동,오주중학교,중학교,254,76,88.2,75.6,64.2,0,,0,146,37.50150661,127.1362653
24,송파구,송파구 오금동,오금중학교,중학교,222,74.8,91,71.2,62.2,0.6,,1,164,37.50527064,127.1288011
25,송파구,송파구 방이동,방이중학교,중학교,203,72.4,84.2,68.5,64.5,0.7,,1,138,37.51501058,127.1132445
26,송파구,송파구 삼전동,배명중학교,중학교,258,69.2,83.7,63.9,60.1,1.6,,3,181,37.4976895,127.0958118
27,송파구,송파구 방이동,서울체육중학교,중학교,51,45.7,72.6,51,13.7,0,,0,49,37.52233038,127.1298226
1,송파구,송파구 오금동,보인고등학교,고등학교,425,99.2,98.6,99.8,99.3,,57.4,215,374,37.4975692,127.1395178
2,송파구,송파구 방이동,창덕여자고등학교,고등학교,388,93,95.4,96.9,86.9,,38.4,58,151,37.51624351,127.1402736
3,송파구,송파구 송파동,잠실여자고등학교,고등학교,419,90.3,93.8,95.7,81.6,,48.6,129,265,37.50179413,127.1142413
4,송파구,송파구 잠실동,정신여자고등학교,고등학교,455,86.9,90.6,92.5,77.6,,49.2,154,313,37.50945384,127.0738473
5,송파구,송파구 방이동,보성고등학교,고등학교,432,85.9,81.5,90,86.3,,45.9,136,296,37.52008989,127.1357293
6,송파구,송파구 잠실동,영동일고등학교,고등학교,465,84.5,83.2,91.6,78.9,,50.6,164,324,37.51003447,127.089867
7,송파구,송파구 잠실동,잠신고등학교,고등학교,375,82.5,82.9,88.8,76,,44.1,102,231,37.51470129,127.088283
8,송파구,송파구 풍납동,영파여자고등학교,고등학교,389,81.4,85.6,88.2,70.5,,49,136,277,37.53273562,127.1197395
9,송파구,송파구 삼전동,배명고등학교,고등학교,364,73.3,72.8,78,69.2,,50.3,142,282,37.4976895,127.0958118
10,송파구,송파구 방이동,방산고등학교,고등학교,360,72.3,74.4,75.8,66.7,,48,132,275,37.50831315,127.1204696
11,송파구,송파구 오금동,오금고등학교,고등학교,344,71.3,73,76.7,64.2,,46.8,141,301,37.50453217,127.128969
12,송파구,송파구 가락동,가락고등학교,고등학교,344,67.8,67.7,73.6,62.3,,45.3,116,256,37.50107579,127.1164258
13,송파구,송파구 신천동,잠실고등학교,고등학교,274,66.2,62,73.3,63.5,,49.2,95,193,37.52293043,127.106515
14,송파구,송파구 문정동,문정고등학교,고등학교,300,65.9,68,71.7,58,,39.9,95,238,37.4851785,127.1266921
15,송파구,송파구 장지동,문현고등학교,고등학교,240,62.1,62.1,70,54.2,,38.8,87,224,37.48131355,127.1287623
16,송파구,송파구 잠실동,잠일고등학교,고등학교,152,60.5,63.2,66.5,52,,50.4,62,123,37.514521,127.0825552
1,양천구,양천구 목동,목운중학교,중학교,484,96.4,98.4,96.9,94,6,,27,449,37.52700952,126.8730442
2,양천구,양천구 목동,월촌중학교,중학교,501,95.8,97.4,96.2,93.8,5.1,,23,450,37.53706518,126.8827588
3,양천구,양천구 목동,신목중학교,중학교,540,95,97.4,94.6,93.2,3.9,,19,479,37.53702399,126.8730725
4,양천구,양천구 신정7동,봉영여자중학교,중학교,199,94.1,98.5,95,88.9,2.9,,4,134,37.50921598,126.8601984
5,양천구,양천구 신정동,목일중학교,중학교,467,93.3,94.2,95.3,90.6,3.6,,15,407,37.51354095,126.8740325
6,양천구,양천구 목동,양정중학교,중학교,205,90.4,93.2,88.3,89.8,4.3,,8,183,37.53538402,126.8877343
7,양천구,양천구 신정동,목동중학교,중학교,482,87.1,90.5,85.9,84.9,5.2,,23,435,37.5209572,126.8714631
8,양천구,양천구 신정동,신서중학교,중학교,443,85.8,86.5,85.6,85.3,3.7,,14,377,37.51596644,126.8550164
9,양천구,양천구 신정동,금옥중학교,중학교,343,83.5,89.8,82.2,78.7,2,,5,245,37.51096532,126.8439717
10,양천구,양천구 목동,영도중학교,중학교,195,81,87.2,75.4,80.5,0.8,,1,122,37.53631557,126.8657711
11,양천구,양천구 신월동,강신중학교,중학교,335,79.4,91,74,73.4,1.2,,3,236,37.51513716,126.8381601
12,양천구,양천구 신월5동,신월중학교,중학교,325,73.9,86.2,69.3,66.2,0,,0,193,37.54046194,126.828389
13,양천구,양천구 목동,양동중학교,중학교,320,69.7,86.8,64.9,57.6,0.8,,2,228,37.54836875,126.8687172
14,양천구,양천구 신월동,양천중학교,중학교,297,68.9,84.2,64.3,58.2,0,,0,202,37.51900116,126.8305508
15,양천구,양천구 신월2동,신남중학교,중학교,254,66.5,81.1,59.1,59.4,0.5,,1,184,37.52077389,126.8478926
16,양천구,양천구 신월동,양강중학교,중학교,350,64.1,75.7,58.2,58.6,1,,3,275,37.52491016,126.849688
17,양천구,양천구 신월동,신화중학교,중학교,309,62.6,81.2,55.8,51,2.5,,5,198,,
18,양천구,양천구 신월동,신원중학교,중학교,149,51.4,68.5,42.3,43.6,0,,0,100,37.5370925,126.8248419
19,양천구,양천구 신월동,양서중학교,중학교,174,49.5,69,37.7,42,0,,0,140,37.53262929,126.8291351
1,양천구,양천구 목동,한가람고등학교,고등학교,286,99,99.3,99.3,98.6,,49.8,139,279,37.53746204,126.8840075
2,양천구,양천구 목동,양정고등학교,고등학교,405,96.6,95.8,97.5,96.6,,52.6,197,374,37.53539226,126.8877343
3,양천구,양천구 신정동,목동고등학교,고등학교,563,95.2,97,98.2,90.6,,46,144,313,37.50921598,126.860143
4,양천구,양천구 목동,강서고등학교,고등학교,545,92.8,90.8,95.6,92.1,,45.6,137,300,37.53631557,126.8657711
5,양천구,양천구 목동,진명여자고등학교,고등학교,632,91.1,93.5,96.5,83.5,,44.1,192,435,37.52404701,126.8658566
6,양천구,양천구 신정동,양천고등학교,고등학교,433,85,81.5,89.4,84.1,,61.8,191,309,37.5083206,126.8452028
7,양천구,양천구 신정동,신목고등학교,고등학교,556,80.9,80.8,85.8,76.1,,43.1,160,371,37.51290943,126.8736069
8,양천구,양천구 신정동,백암고등학교,고등학교,376,75.8,77.5,81.9,68.1,,42.9,136,317,37.51219626,126.844377
9,양천구,양천구 신정동,금옥여자고등학교,고등학교,306,75.8,81.7,82.4,63.4,,36.1,80,221,37.51096532,126.8439717
10,양천구,양천구 신월동,광영여자고등학교,고등학교,395,68.7,77.9,68.7,59.6,,44,138,313,37.5371981,126.8232464
11,양천구,양천구 신월동,광영고등학교,고등학교,354,61.7,64.1,61.9,59.3,,41.9,118,281,37.5371981,126.8232759
12,양천구,양천구 신정동,신서고등학교,고등학교,216,46.9,48.6,52.8,39.4,,29.8,54,181,37.52391432,126.8602096
1,영등포구,영등포구 여의도동,여의도중학교,중학교,320,89.8,93.8,89.7,85.9,4,,10,247,37.5239802,126.9357531
2,영등포구,영등포구 당산동5가,당산서중학교,중학교,192,88.1,96.3,88.5,79.7,0.9,,1,105,37.53248394,126.8988251
3,영등포구,영등포구 여의도동,윤중중학교,중학교,209,84.6,90.4,84.7,78.9,3.7,,6,162,37.51897848,126.9241232
4,영등포구,영등포구 문래동3가,양화중학교,중학교,224,83.8,90.2,82.6,78.6,6,,12,200,37.5196596,126.8959945
5,영등포구,영등포구 당산동6가,당산중학교,중학교,166,83.1,89.8,82.5,77.1,6.5,,10,152,37.53203308,126.907614
6,영등포구,영등포구 문래동6가,문래중학교,중학교,209,81.6,89.9,77.5,77.5,2.1,,4,190,37.52041829,126.8841404
7,영등포구,영등포구 양평동3가,선유중학교,중학교,194,81.4,88.7,80.4,75.3,0.6,,1,144,37.53328647,126.8943293
8,영등포구,영등포구 영등포동,영원중학교,중학교,257,74.2,88,68.1,66.7,0,,0,191,37.51497419,126.9136469
9,영등포구,영등포구 대림동,영남중학교,중학교,231,67.8,84,60.6,58.9,0,,0,179,37.49787218,126.8958365
10,영등포구,영등포구 대림동,대림중학교,중학교,215,60.3,81.4,49.3,50.2,0,,0,123,37.49231887,126.9074673
11,영등포구,영등포구 신길동,대영중학교,중학교,231,59.3,76.6,47.9,53.4,1,,2,185,37.50343784,126.905208
1,영등포구,영등포구 신길동,장훈고등학교,고등학교,349,93.3,91.1,94.6,94.3,,54.9,155,282,37.51334559,126.9162285
2,영등포구,영등포구 여의도동,여의도여자고등학교,고등학교,275,87.8,91.6,92,80,,40,87,217,37.52288764,126.9350871
3,영등포구,영등포구 신길동,영등포여자고등학교,고등학교,237,75.8,83.5,78.5,65.4,,42.4,70,165,37.51538845,126.9153563
4,영등포구,영등포구 양평동4가,선유고등학교,고등학교,271,75.4,73.8,82,70.5,,40.8,69,169,37.53390162,126.8948507
5,영등포구,영등포구 여의도동,여의도고등학교,고등학교,340,72.7,73.5,75,69.7,,48.2,121,251,37.52505101,126.9342192
6,영등포구,영등포구 양평동2가,관악고등학교,고등학교,289,68.1,66.1,72,66.4,,46.3,96,207,37.52179166,126.8829505
7,영등포구,영등포구 신길동,대영고등학교,고등학교,274,62.5,64.6,64.9,58,,43.5,91,209,37.50366109,126.9058657
8,영등포구,영등포구 신길동,영신고등학교,고등학교,265,48,54.1,47.4,42.6,,35.3,70,198,37.49810094,126.909739
1,용산구,용산구 이촌동,용강중학교,중학교,271,90.9,96,92.6,84.2,7.2,,18,247,37.52157693,126.9754853
2,용산구,용산구 원효로4가,성심여자중학교,중학교,124,90.3,97.6,91.9,81.5,0,,0,91,37.53420937,126.9545934
3,용산구,용산구 서빙고동,한강중학교,중학교,157,83.4,94.3,84.1,72,2.5,,3,118,37.52361192,126.9927909
4,용산구,용산구 청파동3가,신광여자중학교,중학교,131,80.4,93.9,78.6,68.7,1.2,,1,78,37.54289988,126.9694475
5,용산구,용산구 서계동,배문중학교,중학교,182,75.1,88.5,65.4,71.4,1.2,,1,80,37.54991872,126.9639041
6,용산구,용산구 용산동2가,보성여자중학교,중학교,143,74.8,86,75.5,62.9,0,,0,96,37.54308154,126.9842842
7,용산구,용산구 용산동2가,용산중학교,중학교,141,74.4,91.5,68.8,63.1,1.5,,2,131,37.54600281,126.9809763
8,용산구,용산구 청파동3가,선린중학교,중학교,234,73,85.5,70.5,63.2,1.8,,3,161,37.54296872,126.9649361
9,용산구,용산구 보광동,오산중학교,중학교,161,69.3,76.4,70.8,60.9,1.6,,2,120,37.52358051,127.0008872
1,용산구,용산구 원효로4가,성심여자고등학교,고등학교,261,88.4,91.6,95.4,78.2,,44.9,75,167,37.53420937,126.9545934
2,용산구,용산구 서계동,배문고등학교,고등학교,248,85.7,85.5,86.7,85.1,,52.4,54,103,37.54999783,126.9639041
3,용산구,용산구 보광동,오산고등학교,고등학교,287,76.5,78,79.8,71.8,,54.9,94,171,37.52350529,127.0008872
4,용산구,용산구 용산동2가,용산고등학교,고등학교,461,75,71.8,80.1,73.1,,44.1,155,351,37.54480263,126.981731
5,용산구,용산구 용산동2가,보성여자고등학교,고등학교,169,74.7,78.7,79.9,65.7,,52,89,171,37.54308154,126.9842996
6,용산구,용산구 청파동3가,신광여자고등학교,고등학교,128,72.4,79.7,80.5,57,,44.8,44,98,37.54289988,126.9694475
7,용산구,용산구 이촌동,중경고등학교,고등학교,118,57.5,59.8,67.8,44.9,,48.2,67,139,37.5176804,126.9756383
1,은평구,은평구 진관동,신도중학교,중학교,273,87.8,94.2,86.4,82.8,1.9,,6,313,37.63298366,126.9308787
2,은평구,은평구 진관동,진관중학교,중학교,326,84.1,92.3,81,79.1,3,,10,332,37.64425564,126.9257277
3,은평구,은평구 갈현동,선일여자중학교,중학교,241,79.2,93.8,77.6,66.4,0.6,,1,146,37.62030421,126.9119931
4,은평구,은평구 갈현2동,대성중학교,중학교,286,77.2,88.8,72,71,0,,0,168,37.62314228,126.9097907
5,은평구,은평구 구산동,예일여자중학교,중학교,247,77,91.9,74.5,64.8,2.7,,6,217,37.6109459,126.9147928
6,은평구,은평구 불광동,불광중학교,중학교,242,74.9,86.4,70.7,67.8,2.5,,5,199,37.62320355,126.9321291
7,은평구,은평구 신사동,숭실중학교,중학교,155,74.6,88.4,67.7,67.7,0.7,,1,142,37.59327482,126.9024039
8,은평구,은평구 불광동,연천중학교,중학교,175,72.9,86.9,66.9,65.1,0.8,,1,118,37.62754521,126.9258198
9,은평구,은평구 구산동,은평중학교,중학교,248,71.6,83.9,71.8,59.3,1,,2,184,37.61061869,126.9083472
10,은평구,은평구 증산동,연서중학교,중학교,184,69.5,85.3,62,61.4,0,,0,129,37.58704446,126.9092766
11,은평구,은평구 신사동,덕산중학교,중학교,175,69.1,80.2,65.7,61.4,0.7,,1,138,37.6022574,126.9046771
12,은평구,은평구 갈현동,선정중학교,중학교,257,68.8,83.3,63.6,59.7,1.1,,2,179,37.61870451,126.9090316
13,은평구,은평구 구산동,구산중학교,중학교,292,67.2,82.5,63.4,55.8,1.5,,3,192,37.60987202,126.9094887
14,은평구,은평구 응암동,영락중학교,중학교,250,66.5,77.6,61.7,60.2,2.7,,6,222,37.5969603,126.9251334
15,은평구,은평구 신사동,상신중학교,중학교,203,66.3,81.8,64.5,52.7,0.7,,1,128,37.58978547,126.9064249
16,은평구,은평구 불광동,연신중학교,중학교,207,66,77.8,60.4,59.9,0,,0,132,37.62353926,126.9242879
17,은평구,은평구 증산동,증산중학교,중학교,168,63.1,78.6,57.4,53.3,3.7,,3,81,37.58344275,126.9041567
18,은평구,은평구 응암동,충암중학교,중학교,288,52.6,66.4,46,45.5,1.9,,4,201,37.58464029,126.9218095
1,은평구,은평구 진관동,하나고등학교,고등학교,204,99.6,99,100,100,,69.2,142,205,37.64163759,126.9369302
2,은평구,은평구 갈현동,대성고등학교,고등학교,350,95.5,96,96.3,94.3,,51.8,127,245,37.62316122,126.9097907
3,은평구,은평구 구산동,예일여자고등학교,고등학교,459,89.5,93,90.9,84.7,,45.8,148,323,37.6109459,126.9147928
4,은평구,은평구 갈현동,선일여자고등학교,고등학교,325,88,92.6,91.7,79.7,,46.4,105,226,37.62030421,126.9119931
5,은평구,은평구 대조동,동명여자고등학교,고등학교,421,82,87.2,86.2,72.7,,47.8,165,345,37.61441879,126.9228204
6,은평구,은평구 신사동,숭실고등학교,고등학교,444,75.1,76.4,78.2,70.9,,44,149,338,37.59327482,126.9024039
7,은평구,은평구 갈현동,선정고등학교,고등학교,431,73.6,75.2,78,67.8,,59.1,213,360,37.61870451,126.9090316
8,은평구,은평구 진관동,진관고등학교,고등학교,288,62.2,61.6,68.4,56.6,,40.8,101,247,37.64333857,126.9243825
9,은평구,은평구 구산동,은평고등학교,고등학교,203,55.7,57.7,56.9,52.5,,40.2,64,159,37.60984462,126.9057368
10,은평구,은평구 응암동,충암고등학교,고등학교,421,54.4,56.4,51.3,55.7,,48.9,160,327,37.58464029,126.9218095
11,은평구,은평구 진관동,신도고등학교,고등학교,275,53.1,56.1,54.7,48.5,,50.5,98,194,37.62913251,126.9187486
1,종로구,종로구 홍지동,상명대학교사범대학부속여자중학교,중학교,128,94.2,100,94.5,88.3,2.1,,2,92,37.60410891,126.9551595
2,종로구,종로구 필운동,배화여자중학교,중학교,167,87.2,94,88.6,79,5.1,,6,117,37.57954401,126.9672919
3,종로구,종로구 청운동,청운중학교,중학교,184,84.6,88.6,84.8,80.4,4.4,,6,136,37.58916985,126.9710959
4,종로구,종로구 동숭동,서울대학교사범대학부설여자중학교,중학교,193,83.9,96.9,81.4,73.6,6.5,,8,123,37.5775997,127.0042955
5,종로구,종로구 송현동,덕성여자중학교,중학교,84,77.8,92.9,73.8,66.7,0,,0,57,37.57778598,126.9819235
6,종로구,종로구 행촌동,대신중학교,중학교,149,74,85.2,69.8,67.1,0.8,,1,121,37.57310947,126.9612545
7,종로구,종로구 혜화동,경신중학교,중학교,100,71,85.1,66,62,4,,3,75,37.59220227,126.999531
8,종로구,종로구 계동,중앙중학교,중학교,97,70.8,82.5,66,63.9,2.9,,2,67,37.58378822,126.9874726
9,종로구,종로구 혜화동,동성중학교,중학교,155,55.9,73.6,48.4,45.8,0,,0,86,37.58496996,127.0030976
1,종로구,종로구 명륜1가,서울국제고등학교,고등학교,147,98.6,97.9,99.3,98.6,,51,72,141,37.59179115,126.9954907
2,종로구,종로구 계동,중앙고등학교,고등학교,330,93.8,93.7,95.2,92.7,,50.3,158,314,37.58378822,126.9874726
3,종로구,종로구 필운동,배화여자고등학교,고등학교,271,91.7,95.9,96,83.4,,51,97,190,37.57954401,126.9672919
4,종로구,종로구 혜화동,동성고등학교,고등학교,348,87.9,86.8,89.7,87.3,,54.1,149,275,37.58496996,127.0030619
5,종로구,종로구 안국동,덕성여자고등학교,고등학교,247,84.1,89.1,91.5,71.7,,44.4,88,198,37.57776082,126.9835581
6,종로구,종로구 홍지동,상명대학교사범대학부속여자고등학교,고등학교,241,83.6,88,90.5,72.3,,40.6,48,118,37.60410891,126.9551595
7,종로구,종로구 안국동,풍문고등학교,고등학교,206,82.7,85,86.9,76.2,,53.4,124,232,37.47135959,127.0999634
8,종로구,종로구 행촌동,대신고등학교,고등학교,266,74.1,72.6,80.1,69.6,,49.5,108,218,37.57312377,126.9612545
9,종로구,종로구 청운동,경복고등학교,고등학교,379,71.8,71.2,77.9,66.5,,47.8,125,261,37.58594567,126.9715109
10,종로구,종로구 혜화동,경신고등학교,고등학교,323,66.7,64.4,68.4,67.5,,57.3,117,204,37.59222582,126.999531
1,중구,중구 신당동,금호여자중학교,중학교,140,83.6,93.6,88.6,68.6,1.7,,2,113,,
2,중구,중구 신당동,한양중학교,중학교,95,81.7,85.3,85.3,74.7,3.2,,2,61,37.5658716,127.0114433
3,중구,중구 정동,창덕여자중학교,중학교,79,81.4,92.4,81,70.9,5.7,,4,69,37.5664328,126.9692102
4,중구,중구 신당동,대경중학교,중학교,140,80.2,87.9,76.4,76.4,0,,0,93,37.55637326,127.0169792
5,중구,중구 신당동,장충중학교,중학교,104,79.7,91.3,74,74,0,,0,58,37.5535149,127.006415
6,중구,중구 신당동,장원중학교,중학교,91,76.9,93.4,79.1,58.2,1.3,,1,74,37.55396452,127.0060429
7,중구,중구 만리동2가,환일중학교,중학교,73,71.5,82.2,63.5,68.9,0,,0,56,37.55360775,126.9628071
8,중구,중구 인현동2가,덕수중학교,중학교,90,58.1,76.7,50,47.8,5.9,,4,67,37.56557957,126.9969973
1,중구,중구 순화동,이화여자외국어고등학교,고등학교,158,99.5,100,100,98.7,,64.4,87,135,37.56557732,126.9696417
2,중구,중구 정동,이화여자고등학교,고등학교,426,98.2,99.3,99.8,95.5,,53,216,407,37.56617664,126.9713244
3,중구,중구 신당동,장충고등학교,고등학교,163,81.9,79.1,82.2,84.6,,57.3,74,129,37.5535149,127.006415
4,중구,중구 만리동2가,환일고등학교,고등학교,356,79.7,79.5,82.3,77.5,,55.9,136,243,37.55360652,126.9628021
5,중구,중구 신당동,성동고등학교,고등학교,204,66.2,67.2,65.2,66.2,,44.8,65,145,37.56411643,127.0223892
1,중랑구,중랑구 묵동,원묵중학교,중학교,392,86.3,93.9,84,81.2,4.2,,13,308,37.61777209,127.0843728
2,중랑구,중랑구 상봉동,상봉중학교,중학교,290,79.3,87.6,77.6,72.7,2.8,,6,212,37.60152799,127.0901246
3,중랑구,중랑구 묵동,태릉중학교,중학교,159,75.4,86.8,70.4,69.2,1.6,,2,118,37.61253191,127.0834355
4,중랑구,중랑구 망우동,혜원여자중학교,중학교,202,74.7,93.1,72.3,58.9,0.7,,1,128,37.59327987,127.0970427
5,중랑구,중랑구 상봉동,신현중학교,중학교,256,72,83.2,71.1,61.7,1.4,,3,213,37.60441346,127.0915328
6,중랑구,중랑구 망우동,영란여자중학교,중학교,138,67.8,87,68.8,47.8,0,,0,98,37.6031324,127.1053324
7,중랑구,중랑구 망우동,송곡여자중학교,중학교,69,66.6,87,62.9,50,1.5,,1,64,37.60668904,127.1051455
8,중랑구,중랑구 면목동,면목중학교,중학교,238,64.8,83.6,54.4,56.5,0,,0,166,37.58321586,127.0963033
9,중랑구,중랑구 면목동,용마중학교,중학교,213,64.6,79.8,61.2,53,0.6,,1,148,37.5745074,127.0862687
10,중랑구,중랑구 중화동,중랑중학교,중학교,206,63.9,84.5,55.3,51.9,1.3,,2,145,37.60535089,127.0807928
11,중랑구,중랑구 중화1동,장안중학교,중학교,204,63.7,84.3,55.1,51.7,0,,0,149,37.60077444,127.0809965
12,중랑구,중랑구 면목동,중화중학교,중학교,256,61.3,80.5,53.1,50.4,0.5,,1,170,37.58450379,127.0945608
13,중랑구,중랑구 망우동,봉화중학교,중학교,134,54.2,76.1,43.4,43.3,0,,0,95,37.59582753,127.1043156
14,중랑구,중랑구 망우동,동원중학교,중학교,109,51.9,77,37.6,41.3,0.9,,1,107,37.60380725,127.1094981
1,중랑구,중랑구 망우동,혜원여자고등학교,고등학교,339,85.6,88.9,87.9,80,,47.9,103,215,37.59327987,127.0970427
2,중랑구,중랑구 묵동,원묵고등학교,고등학교,310,84.5,86.2,87.1,80.3,,51.7,119,230,37.61523231,127.0855078
3,중랑구,중랑구 묵동,태릉고등학교,고등학교,315,67.7,66.3,70.8,66,,42.7,101,236,37.61916383,127.0855576
4,중랑구,중랑구 망우동,송곡여자고등학교,고등학교,262,65.2,74.8,74.8,46.2,,45.1,107,237,37.60668904,127.1051455
5,중랑구,중랑구 중화동,중화고등학교,고등학교,259,61.1,66.8,59.9,56.8,,37,66,178,37.60481461,127.0836541
6,중랑구,중랑구 망우본동,송곡고등학교,고등학교,287,57.7,63.4,59.2,50.5,,52,114,219,37.60584544,127.1064637
7,중랑구,중랑구 상봉동,신현고등학교,고등학교,260,54.1,58.5,58.6,45.4,,44.6,87,195,37.60524904,127.0929499
8,중랑구,중랑구 면목동,면목고등학교,고등학교,262,54,56.1,56.5,49.4,,44.9,84,187,37.58466341,127.0972706
